airline_sentiment,sentiment_confidence,text,clean_text
neutral,0.6769,@united Doesn't have to be same flight 2 and 2 will work also,does_not_have flight work also
negative,1.0,@SouthwestAir now our pilots timed out...#getmeoutofhere,pilot time out getmeoutofhere
negative,1.0,@USAirways are you going to do anything to help stranded travelers of flight 680?! No communication from anyone. All of us dumped here.,go anything help strand traveler flight ? ! no_communication anyone u dump
neutral,0.6489,@SouthwestAir Thanks!!! :)  It is good to air on the side of caution,thanks ! ! ! good air side caution
negative,0.6406,“@JetBlue: Our fleet's on fleek. http://t.co/yZH4ZRQM0i” really JetBlue? #fleek?!!! 😂😂😂 hell no... Yall petty,fleet fleek really jetblue ? fleek ? ! ! ! face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy hell no_you petty
negative,1.0,@AmericanAir I know you can't control weather but you can control how you treat customers..#shafted,know cannot_control weather control treat customer shaft
negative,1.0,@USAirways or how about power outlets at your seat if you're gonna keep us siting here forever?,power outlet seat go keep u sit forever ?
negative,0.7,@united After our unscheduled refueling stop and missing 2 connecting flights we r home n looking 4ward to our bed and a big PB&amp;J sandwich.,unscheduled refuel stop miss connect flight r home n look ward bed big pb amp j sandwich
negative,1.0,@united - That time when I spent a night trying to sleep in a toddler bed at the airport Ramada without my luggage you kidnapped #furious,time spend night try sleep toddler bed airport ramada without luggage kidnap furious
negative,1.0,@united Conference begins in 3 hours. Up all night due to delays and still waiting to talk to someone about lost luggage.,conference begin hour up night due delay still wait talk someone lose luggage
negative,1.0,"@united I can't even fit my name on the first two lines, yes... Please do pass on feedback. This is a big downgrade from previous years.",cannot_even fit name first two line yes please pas feedback big downgrade previous year
negative,1.0,"@AmericanAir again, no special meal catered for me in F JFK-LAX. thankfully i'm on qantas the rest of way-i fear what youd NOT cater on that",no_special meal cater f jfk lax thankfully qantas rest way fear would_not_cater
negative,1.0,@AmericanAir I like the call back system. But thought you'd like to know it's not working well. I received three calls but there's no audio.,like call back system think would like know is_not_working well receive three call no_audio
neutral,0.681,@AmericanAir booked AA3370 departing JFK 2/25/15. It was booked via BA and I want to change my FF# to AA can you do that for me via Twitter?,book aa depart jfk book via ba want change ff aa via twitter ?
positive,1.0,@SouthwestAir thanks for the great customer service today! 👍👌,thanks great customer service today ! thumbs_up ok_hand
negative,1.0,@USAirways I am a premium #DividendMiles #cardholder. Unacceptable 4 you to #hangup my #customerservice call twice after putting me on hold.,premium dividendmiles cardholder unacceptable hangup customerservice call twice put hold
negative,1.0,"@SouthwestAir can tweet through the weekend/ bad weather, but closes down customer relations center to process refunds for Cancelled Flighted flights.",tweet weekend bad weather close down customer relation center process refund cancel flighted flight
positive,1.0,@SouthwestAir all good now. Going to make it to Boston on time. I'm actually on your wifi right now,good go make boston time actually wifi right
negative,0.6862,@USAirways  but have to return car to clt can I skip my flgjt back tonight from gso to clt and pick up at clt to fll I was told yes,return car clt skip flgjt back tonight gso clt pick up clt fll tell yes
neutral,0.6294,@SouthwestAir's CEO Kelly draws record crowd to @BWI_Airport Business Partnership breakfast http://t.co/hrvuKtpvn1 http://t.co/MY3dnVBZAZ,ceo kelly draw record crowd business partnership breakfast
negative,1.0,@United rescheduled my return flight from #Japan?  Uh why?  Trying to call #UnitedAirlines #customerservice - 45 min wait.  #fun,rescheduled return flight japan ? uh ? try call unitedairlines customerservice min wait fun
negative,1.0,@AmericanAir #horriblecustomerservice # rudestaff # incompetentmanagers,horriblecustomerservice rudestaff incompetentmanagers
neutral,1.0,"@JetBlue When chging flight, isit possible to pay the fare difference in dollars when the ticket was bought completely via point redemption?",chging flight isit possible pay fare difference dollar ticket buy completely via point redemption ?
positive,1.0,@SouthwestAir please do. Hate having to fly a different airline. You're my fav.,please hate fly different airline fav
negative,0.7042,@AmericanAir  please call us back to rebook!!! 7403607771. We need to get back to Columbus!!!!!! Please help,please call u back rebook ! ! ! need get back columbus ! ! ! ! ! ! please help
positive,1.0,@JetBlue okay. The new screens are laptop-large &amp; real nice &amp; the wifi is appreciated. Thanks god for this tiny lil man in the middle seat.,okay new screen laptop large amp real nice amp wifi appreciate thanks god tiny lil man middle seat
negative,1.0,"@USAirways Hey! I booked a flight (Isabelle Gramp, Boston to LAX), and it said that it charged my credit card but the transaction didn't go",hey ! book flight isabelle gramp boston lax say charge credit card transaction did_not_go
negative,1.0,@USAirways it doesn't take 6 days to respond to an already open case!,does_not_take day respond already open case !
negative,1.0,@USAirways Are you guys awake? Need help with delayed flight to get protected on Late Flightr flight from PHL.,guy awake ? need help delay flight get protect late flightr flight phl
negative,1.0,"@AmericanAir @jameswester see, James, we only have 7 dedicated inbound phone lines because telephones eat into our billions in profits",see james dedicate inbound phone line telephone eat billion profit
neutral,0.6769,@USAirways I'm on flight 623 from DIA to Ontario tomorrow morning. no access to the airport via taxi or shuttle. What should I do?,flight dia ontario tomorrow morning no_access airport via taxi shuttle ?
negative,0.6458,@USAirways Flight Booking Problems a flight using credit from a previously Cancelled Flightled flight. Can't get thru on the phone and can't book online. Help please.,flight book problem flight use credit previously cancel flightled flight cannot_get thru phone cannot_book online help please
negative,1.0,@USAirways How dirty does the damn plane have to be to take an hour to get the plane cleaned??? Refund me my miles😡. #wasteoftime #theworst,dirty damn plane take hour get plane clean ? ? ? refund mile enraged_face wasteoftime theworst
negative,1.0,@USAirways printer problems causing us to sit on the runway for 45 mins. Get it together.,printer problem cause u sit runway min get together
neutral,1.0,@VirginAmerica to jump into the Dallas-Austin market - @Dallas_News http://t.co/EwwGi97gdx,jump dallas austin market
negative,1.0,@AmericanAir none of your sample itineraries can actually be booked http://t.co/mF7rABGn8a Every last leg back to US says invalid,none sample itinerary actually book every last leg back u say invalid
neutral,0.3569,"@SouthwestAir you should have assigned seating, because now my cousin &amp; I probably can't sit together on our flight tomorrow.. Thanks.",assign seat cousin amp probably cannot_sit together flight tomorrow thanks
negative,0.6737,@united you are offering us 8 rooms for 32 people #FAIL,offer u room people fail
negative,1.0,@JetBlue all they said was delayed due to mechanical issues. I'm looking for something a little more specific.,say delay due mechanical issue look something little specific
negative,1.0,@united screwing me over twice in one month. Learned my lesson. We are through.,screw over twice one month learn lesson
negative,1.0,@united calling that number was useless. Heading to the airport now to pick up my bags. this whole situation seems like a real joke.,call number useless head airport pick up bag whole situation seem like real joke
neutral,0.6735,"@united I have a LH return business ticket from Den to Fra.If I fly domestic with you,bag can be checked through to Fra,no need to claim?",lh return business ticket den fra fly domestic bag check fra no_need claim ?
neutral,1.0,"@southwestair Hi, how do I add a flight to my account? Just created it",hi add flight account ? create
neutral,0.6796,@united tremendous. What would you recommend?,tremendous would recommend ?
negative,1.0,"@USAirways I was calling before I left, and as it turns out @united answered their phones instead and they rebooked my USAir flight.",call leave turn out answered phone instead rebooked usair flight
positive,1.0,"@SouthwestAir I owe you an apology. My tweet was out of frustration, not constructive criticism. I'm a SW fan &amp; LOVE your service!",owe apology tweet out frustration not_constructive criticism sw fan amp love service !
positive,1.0,"@VirginAmerica just promoting the product is all, had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf",promote product problem southwest recommend noneother best !
negative,1.0,@united I did and then she made me feel guilty because it was economy plus and I didn't pay for the extra leg room,make feel guilty economy plus did_not_pay extra leg room
positive,1.0,"@USAirways YOU ARE THE BEST AIRWAYS!!!!!!!!!! FOLLOW ME BACK, PLEASE 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏😢😢😢😢😢😢😢😢🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",best airway ! ! ! ! ! ! ! ! ! ! follow back please folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands crying_face crying_face crying_face crying_face crying_face crying_face crying_face crying_face folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands
